epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,5201.28,1.16431,1.00694,1.32342,0.87283,0.88153,0.93259,0.64482,1.01732,0.62914,1.09551,0.000513886,0.000513886,0.000513886
175,5231.6,1.21666,1.01321,1.35706,0.88181,0.8736,0.93307,0.65834,0.97757,0.63208,1.07944,0.000509443,0.000509443,0.000509443
176,5259.31,1.13345,0.96919,1.29278,0.86753,0.86887,0.9241,0.64157,1.01615,0.63557,1.09713,0.000505,0.000505,0.000505
177,5287.16,1.10423,0.98194,1.24695,0.88511,0.87792,0.9379,0.65829,0.9941,0.59714,1.08761,0.000500557,0.000500557,0.000500557
178,5314.64,1.18272,1.01404,1.33356,0.88396,0.84108,0.91129,0.63448,1.02132,0.64223,1.09973,0.000496114,0.000496114,0.000496114
179,5342.55,1.13479,0.96762,1.30279,0.89145,0.88654,0.94233,0.67267,0.96657,0.59436,1.0618,0.000491672,0.000491672,0.000491672
180,5371.52,1.1364,0.9649,1.2995,0.90534,0.88843,0.9452,0.67422,0.97274,0.59321,1.06961,0.000487231,0.000487231,0.000487231
181,5400.91,1.07329,0.89712,1.22964,0.84696,0.87378,0.91884,0.64226,1.00892,0.65449,1.09872,0.000482792,0.000482792,0.000482792
182,5429.6,1.07982,0.88203,1.22704,0.87993,0.86734,0.92814,0.65146,0.99744,0.61869,1.08697,0.000478354,0.000478354,0.000478354
183,5457.86,1.15779,0.92877,1.3099,0.89803,0.87869,0.94443,0.67002,0.97624,0.58126,1.07033,0.000473919,0.000473919,0.000473919
184,5485.8,1.15902,1.05787,1.29247,0.89527,0.87407,0.93625,0.66499,0.97285,0.59688,1.08402,0.000469486,0.000469486,0.000469486
185,5513.99,1.12504,0.92677,1.28537,0.91039,0.89404,0.95272,0.6839,0.95576,0.56283,1.0612,0.000465055,0.000465055,0.000465055
186,5542.02,1.12546,0.91427,1.28434,0.87664,0.89622,0.94393,0.67433,0.95886,0.58144,1.06176,0.000460629,0.000460629,0.000460629
187,5570.65,1.15131,0.92281,1.30418,0.90728,0.86094,0.93975,0.66297,0.99119,0.60929,1.07878,0.000456205,0.000456205,0.000456205
188,5598.32,1.14082,1.03905,1.30045,0.89625,0.9037,0.95421,0.69001,0.95106,0.56604,1.05131,0.000451786,0.000451786,0.000451786
189,5673.16,1.06599,0.92014,1.22291,0.89073,0.86747,0.9327,0.65851,0.97841,0.68813,1.07704,0.000447371,0.000447371,0.000447371
190,5703.85,1.13439,0.90352,1.28899,0.90277,0.89125,0.94996,0.67963,0.96383,0.58849,1.0649,0.00044296,0.00044296,0.00044296
191,5733.81,1.11227,1.02631,1.28986,0.88783,0.87965,0.93786,0.66133,0.98951,0.6004,1.0802,0.000438555,0.000438555,0.000438555
192,5762.99,1.19299,1.00774,1.35344,0.91162,0.87196,0.94243,0.67405,0.97008,0.58165,1.07489,0.000434154,0.000434154,0.000434154
193,5792.44,1.1336,0.9282,1.30537,0.89935,0.88083,0.94258,0.67058,0.96883,0.58161,1.07318,0.00042976,0.00042976,0.00042976
194,5821.56,1.08896,0.90246,1.26992,0.8929,0.87276,0.93544,0.66819,0.9822,0.59525,1.07746,0.000425372,0.000425372,0.000425372
195,5850.37,1.13658,0.91407,1.29443,0.89831,0.90536,0.95317,0.68123,0.96084,0.56354,1.06097,0.00042099,0.00042099,0.00042099
196,5878.81,1.12114,0.88511,1.27973,0.89476,0.88132,0.94112,0.66996,0.97098,0.58774,1.07684,0.000416614,0.000416614,0.000416614
197,5907.68,1.1013,0.89035,1.2638,0.90252,0.88698,0.9456,0.67714,0.95552,0.57231,1.06507,0.000412246,0.000412246,0.000412246
198,5937.1,1.1559,0.91993,1.28471,0.86017,0.87283,0.92168,0.65043,0.98092,0.61686,1.08259,0.000407886,0.000407886,0.000407886
199,5965.3,1.03613,0.87077,1.20647,0.8866,0.90347,0.94925,0.68779,0.94386,0.56689,1.05167,0.000403533,0.000403533,0.000403533
200,5993.61,1.18305,1.02098,1.29773,0.89892,0.90467,0.95321,0.69447,0.93433,0.55538,1.04915,0.000399188,0.000399188,0.000399188
201,6023.13,1.14238,0.87487,1.26557,0.90224,0.89519,0.94549,0.68522,0.94114,0.55999,1.05238,0.000394852,0.000394852,0.000394852
202,6053.14,1.13867,0.87954,1.27087,0.88895,0.88704,0.94186,0.67056,0.96678,0.59786,1.06091,0.000390525,0.000390525,0.000390525
203,6082.36,1.07408,0.85898,1.24868,0.88089,0.9042,0.94111,0.67708,0.94972,0.58314,1.05638,0.000386207,0.000386207,0.000386207
204,6111.43,1.09303,0.84937,1.26473,0.88708,0.89253,0.94026,0.67752,0.94703,0.57894,1.06022,0.000381899,0.000381899,0.000381899
205,6139.42,1.11558,0.87088,1.27143,0.91152,0.90866,0.95916,0.70065,0.93055,0.53552,1.03524,0.0003776,0.0003776,0.0003776
206,6168.48,1.14124,0.91119,1.291,0.91064,0.90037,0.95553,0.69816,0.93124,0.53678,1.04042,0.000373312,0.000373312,0.000373312
207,6197.15,1.11375,0.94792,1.28001,0.9108,0.91198,0.95907,0.70437,0.92954,0.53683,1.04053,0.000369034,0.000369034,0.000369034
208,6226.24,1.10811,0.88882,1.30415,0.91061,0.90445,0.95892,0.70129,0.93023,0.53568,1.04349,0.000364767,0.000364767,0.000364767
209,6255.09,1.0378,0.86815,1.20736,0.89869,0.90952,0.95192,0.69602,0.92645,0.54935,1.04644,0.000360512,0.000360512,0.000360512
210,6283.08,1.09774,0.90753,1.26732,0.90351,0.90486,0.95568,0.69195,0.94581,0.544,1.04992,0.000356268,0.000356268,0.000356268
211,6311.79,1.08277,0.92085,1.26276,0.89393,0.90275,0.95078,0.69385,0.93462,0.54892,1.04976,0.000352037,0.000352037,0.000352037
212,6340.98,1.0876,0.91391,1.2616,0.90422,0.89505,0.95138,0.69674,0.929,0.55396,1.04083,0.000347817,0.000347817,0.000347817
213,6369.3,1.08925,0.85399,1.26006,0.91148,0.91726,0.96501,0.71734,0.90055,0.52074,1.02083,0.00034361,0.00034361,0.00034361
214,6399.46,1.06999,0.86455,1.24577,0.91948,0.91549,0.96385,0.71031,0.91178,0.5257,1.02333,0.000339417,0.000339417,0.000339417
215,6428.37,1.12659,0.95872,1.28843,0.92712,0.92683,0.97011,0.72363,0.88758,0.50501,1.01115,0.000335236,0.000335236,0.000335236
216,6457.78,1.1323,1.05655,1.32211,0.93262,0.91267,0.96695,0.71387,0.91277,0.52401,1.02501,0.000331069,0.000331069,0.000331069
217,6486.45,1.07583,0.90908,1.25576,0.93145,0.91113,0.96588,0.71147,0.92099,0.52513,1.0324,0.000326917,0.000326917,0.000326917
218,6514.68,1.06471,0.92632,1.24938,0.93049,0.90955,0.96607,0.71306,0.9087,0.51886,1.02611,0.000322778,0.000322778,0.000322778
219,6543.65,1.07243,0.86475,1.25637,0.91317,0.90151,0.95728,0.70038,0.93069,0.5404,1.03842,0.000318655,0.000318655,0.000318655
220,6573,1.07961,0.86337,1.2637,0.91866,0.90505,0.96152,0.70895,0.91205,0.52445,1.03037,0.000314546,0.000314546,0.000314546
221,6601.38,1.07425,1.18854,1.26327,0.90786,0.91189,0.96071,0.71226,0.90776,0.52363,1.02889,0.000310453,0.000310453,0.000310453
222,6629.92,1.09659,0.95746,1.2894,0.91651,0.91447,0.96435,0.72578,0.88278,0.50262,1.00673,0.000306375,0.000306375,0.000306375
223,6659.77,1.06015,1.03406,1.23916,0.92745,0.91919,0.9708,0.73331,0.86746,0.50008,1.00266,0.000302313,0.000302313,0.000302313
224,6690.41,1.11922,0.97169,1.29133,0.91952,0.92106,0.96769,0.72261,0.8917,0.51656,1.01219,0.000298268,0.000298268,0.000298268
225,6718.82,1.07051,0.84011,1.24236,0.93393,0.91777,0.96828,0.72363,0.88723,0.50881,1.01661,0.000294239,0.000294239,0.000294239
226,6747.73,1.06688,0.84994,1.25138,0.92581,0.92719,0.97,0.73033,0.87625,0.49569,1.00944,0.000290228,0.000290228,0.000290228
227,6776.38,1.09432,0.85695,1.24676,0.91705,0.93811,0.96914,0.73293,0.86675,0.49253,1.0015,0.000286233,0.000286233,0.000286233
228,6805.59,1.04703,0.80686,1.22588,0.91709,0.92112,0.96554,0.71776,0.89148,0.50738,1.02439,0.000282256,0.000282256,0.000282256
229,6834.14,1.05525,0.81094,1.23695,0.92184,0.91885,0.96268,0.71591,0.89484,0.51484,1.02836,0.000278298,0.000278298,0.000278298
230,6863.34,1.08271,0.82735,1.25848,0.92716,0.93135,0.97025,0.72927,0.87908,0.50005,1.00819,0.000274357,0.000274357,0.000274357
231,6891.77,1.0777,0.80449,1.26582,0.9164,0.92043,0.96282,0.71157,0.91199,0.52237,1.02533,0.000270435,0.000270435,0.000270435
232,6919.67,1.0794,0.81762,1.22946,0.92095,0.90949,0.96377,0.72004,0.89422,0.51242,1.01305,0.000266532,0.000266532,0.000266532
233,6948.89,0.98816,0.77842,1.16447,0.92603,0.92597,0.96644,0.72082,0.87903,0.50068,1.00631,0.000262648,0.000262648,0.000262648
234,6976.85,0.98697,1.01011,1.16811,0.92337,0.93419,0.97246,0.73771,0.85765,0.48012,0.99521,0.000258784,0.000258784,0.000258784
235,7005.98,0.9899,0.90004,1.17107,0.94029,0.93247,0.97437,0.74164,0.85341,0.48192,0.99695,0.000254939,0.000254939,0.000254939
236,7035.28,1.0232,0.78676,1.20995,0.92238,0.92776,0.96666,0.72646,0.88279,0.49999,1.0147,0.000251115,0.000251115,0.000251115
237,7063.33,1.12353,0.9082,1.32295,0.93723,0.92972,0.97144,0.73261,0.87234,0.48879,1.00582,0.000247311,0.000247311,0.000247311
238,7091.01,1.05292,0.8982,1.2382,0.92457,0.93926,0.974,0.74209,0.85978,0.47852,0.99817,0.000243528,0.000243528,0.000243528
239,7119.36,1.02852,0.82588,1.22588,0.92995,0.92603,0.96901,0.73509,0.86362,0.49322,1.00327,0.000239766,0.000239766,0.000239766
240,7148.25,1.06426,0.80806,1.25337,0.93083,0.9346,0.97263,0.73697,0.86532,0.48621,1.00504,0.000236025,0.000236025,0.000236025
241,7176.91,1.03296,0.81095,1.22323,0.92974,0.93979,0.9742,0.74184,0.85243,0.47805,0.9964,0.000232306,0.000232306,0.000232306
242,7205.38,1.11968,0.86592,1.31069,0.91289,0.91708,0.96127,0.7199,0.88226,0.50821,1.01731,0.000228609,0.000228609,0.000228609
243,7233.72,1.04363,0.80711,1.22295,0.92812,0.91495,0.96387,0.72728,0.86893,0.50109,1.00807,0.000224934,0.000224934,0.000224934
244,7262.4,1.05449,0.80605,1.21863,0.91864,0.9284,0.96613,0.7376,0.85438,0.49271,0.99897,0.000221282,0.000221282,0.000221282
245,7290.95,1.08042,0.82077,1.22683,0.93156,0.93178,0.97125,0.7458,0.83904,0.47747,0.98807,0.000217653,0.000217653,0.000217653
246,7319.63,1.02426,0.83011,1.2188,0.93146,0.93622,0.97202,0.74483,0.84204,0.47618,0.99155,0.000214046,0.000214046,0.000214046
247,7347.71,1.04007,0.8558,1.25099,0.93921,0.94096,0.97642,0.7499,0.8365,0.46365,0.98677,0.000210464,0.000210464,0.000210464
248,7376.07,1.02476,0.79587,1.229,0.94869,0.93252,0.97762,0.75176,0.83402,0.46405,0.98438,0.000206904,0.000206904,0.000206904
249,7404.81,1.01888,0.81902,1.22435,0.94504,0.93193,0.97721,0.75146,0.84145,0.46848,0.99076,0.000203369,0.000203369,0.000203369
250,7433.05,1.04662,0.77327,1.20549,0.94253,0.93732,0.97871,0.75371,0.84147,0.46343,0.98963,0.000199859,0.000199859,0.000199859
251,7462.33,1.0056,0.781,1.20436,0.94537,0.92766,0.97577,0.75017,0.84207,0.46524,0.98812,0.000196373,0.000196373,0.000196373
252,7491.04,0.98625,0.79222,1.17468,0.94423,0.93302,0.97746,0.75748,0.82699,0.45714,0.97707,0.000192911,0.000192911,0.000192911
253,7520.19,1.0575,0.87043,1.26106,0.95069,0.9425,0.98194,0.76503,0.81489,0.44572,0.96832,0.000189475,0.000189475,0.000189475
254,7549.48,1.02413,0.78122,1.22186,0.93747,0.94188,0.97839,0.75781,0.82298,0.45789,0.97418,0.000186064,0.000186064,0.000186064
255,7578.19,0.95638,0.72898,1.1509,0.93008,0.94156,0.97616,0.75131,0.83626,0.46601,0.98506,0.000182679,0.000182679,0.000182679
256,7606.23,1.02931,0.86187,1.22018,0.93632,0.9356,0.97454,0.7503,0.83831,0.46755,0.9833,0.00017932,0.00017932,0.00017932
257,7634.07,1.0583,0.82443,1.23989,0.94146,0.93534,0.97779,0.75843,0.82193,0.45735,0.97323,0.000175988,0.000175988,0.000175988
258,7661.97,0.95785,0.86919,1.1478,0.93779,0.94163,0.97847,0.75687,0.82307,0.45798,0.97434,0.000172681,0.000172681,0.000172681
259,7690.66,1.07764,0.82294,1.28444,0.93549,0.94238,0.97743,0.75574,0.82241,0.45378,0.97509,0.000169402,0.000169402,0.000169402
260,7718.69,0.97433,0.7854,1.15758,0.93854,0.9358,0.97425,0.75353,0.82922,0.46081,0.97772,0.000166149,0.000166149,0.000166149
261,7746.84,0.99877,0.75748,1.21084,0.95557,0.93265,0.97878,0.76,0.81814,0.45523,0.9692,0.000162924,0.000162924,0.000162924
262,7775.47,1.06869,0.8622,1.25143,0.95173,0.93285,0.97814,0.7609,0.81835,0.45326,0.96736,0.000159726,0.000159726,0.000159726
263,7803.28,1.01554,0.88423,1.22423,0.94615,0.94233,0.97937,0.76469,0.81333,0.44793,0.96405,0.000156557,0.000156557,0.000156557
264,7831.3,1.01195,0.77447,1.197,0.94256,0.94885,0.98035,0.76678,0.81151,0.44413,0.96711,0.000153415,0.000153415,0.000153415
265,7859.99,0.99347,0.7954,1.21234,0.94589,0.94433,0.97875,0.7647,0.8141,0.44935,0.9698,0.000150301,0.000150301,0.000150301
266,7888.57,0.94906,0.76069,1.14874,0.95033,0.93318,0.97841,0.76024,0.81659,0.4477,0.97373,0.000147217,0.000147217,0.000147217
267,7916.4,1.01245,0.77043,1.21662,0.95397,0.94625,0.98287,0.77179,0.79788,0.43431,0.95779,0.000144161,0.000144161,0.000144161
268,7945.49,0.95238,0.76713,1.14886,0.94742,0.94348,0.98084,0.76738,0.8081,0.44442,0.96703,0.000141134,0.000141134,0.000141134
269,7973.7,1.01049,0.77695,1.20927,0.9482,0.9403,0.97907,0.7635,0.81066,0.44892,0.96899,0.000138136,0.000138136,0.000138136
270,8001.75,1.02644,0.85721,1.22528,0.94859,0.94654,0.98075,0.76841,0.80333,0.44215,0.96334,0.000135168,0.000135168,0.000135168
271,8030.01,0.95975,0.74168,1.14765,0.94932,0.94537,0.98105,0.76843,0.8056,0.44109,0.96456,0.00013223,0.00013223,0.00013223
272,8058.47,0.98707,0.76728,1.20011,0.95127,0.94215,0.98016,0.7657,0.80653,0.44218,0.96719,0.000129321,0.000129321,0.000129321
273,8087.48,1.0025,0.75364,1.19572,0.9445,0.94019,0.97833,0.76251,0.81002,0.44736,0.96895,0.000126443,0.000126443,0.000126443
274,8115.77,1.03444,0.82789,1.22691,0.93672,0.9544,0.98068,0.76892,0.80043,0.44011,0.96416,0.000123596,0.000123596,0.000123596
275,8143.88,1.02224,0.75994,1.23488,0.93479,0.95253,0.97913,0.76497,0.8052,0.44303,0.96754,0.000120779,0.000120779,0.000120779
276,8171.94,1.02119,0.80073,1.21272,0.94739,0.9453,0.98069,0.76717,0.80254,0.43785,0.96737,0.000117993,0.000117993,0.000117993
277,8200.09,1.01725,0.75216,1.2205,0.94259,0.95307,0.98078,0.77085,0.7986,0.43401,0.96365,0.000115239,0.000115239,0.000115239
278,8228.78,0.95308,0.76978,1.14364,0.94474,0.94907,0.98069,0.76842,0.80386,0.43801,0.965,0.000112516,0.000112516,0.000112516
279,8257.36,1.07178,0.95726,1.26999,0.94872,0.9549,0.98294,0.77186,0.79917,0.43479,0.9591,0.000109824,0.000109824,0.000109824
280,8285.98,0.97956,0.88259,1.19891,0.9497,0.95381,0.98256,0.76917,0.80389,0.43641,0.96321,0.000107164,0.000107164,0.000107164
281,8313.97,0.94081,0.74218,1.138,0.95147,0.94769,0.98143,0.76999,0.80204,0.4361,0.96165,0.000104537,0.000104537,0.000104537
282,8342.18,1.00834,0.72809,1.23317,0.94928,0.94973,0.98192,0.77097,0.79845,0.43342,0.95966,0.000101941,0.000101941,0.000101941
283,8370.59,0.96851,0.75236,1.17911,0.94068,0.95763,0.98239,0.77162,0.79769,0.4299,0.95904,9.93782e-05,9.93782e-05,9.93782e-05
284,8398.34,0.97795,0.74906,1.18843,0.95412,0.95389,0.98411,0.77099,0.80077,0.42904,0.95933,9.68479e-05,9.68479e-05,9.68479e-05
285,8426.73,1.04179,0.82377,1.21547,0.95408,0.95297,0.98329,0.77322,0.79666,0.42958,0.9581,9.43505e-05,9.43505e-05,9.43505e-05
286,8456.53,0.93695,0.71334,1.16886,0.95279,0.9481,0.98264,0.77172,0.80115,0.43367,0.96032,9.18862e-05,9.18862e-05,9.18862e-05
287,8484.56,0.97895,0.73435,1.18609,0.95448,0.95238,0.98334,0.77255,0.80198,0.43246,0.95884,8.94552e-05,8.94552e-05,8.94552e-05
288,8511.95,0.97419,0.79513,1.19121,0.96011,0.9522,0.98455,0.77623,0.79477,0.42602,0.95351,8.70577e-05,8.70577e-05,8.70577e-05
289,8541.61,0.93078,0.72085,1.12885,0.95892,0.94831,0.98384,0.77419,0.79536,0.42742,0.95464,8.46938e-05,8.46938e-05,8.46938e-05
290,8569.7,0.98083,0.73268,1.17455,0.95268,0.94874,0.98348,0.77468,0.79555,0.42766,0.95531,8.23638e-05,8.23638e-05,8.23638e-05
291,8598.45,1.00317,0.72997,1.20429,0.95574,0.95159,0.98473,0.77951,0.78324,0.42185,0.94671,8.00678e-05,8.00678e-05,8.00678e-05
292,8627.6,1.00061,0.76727,1.19067,0.94908,0.95208,0.98402,0.77903,0.7822,0.42626,0.94624,7.78061e-05,7.78061e-05,7.78061e-05
293,8655.49,0.93345,0.72262,1.14231,0.95479,0.95002,0.98444,0.78028,0.77887,0.42201,0.94696,7.55788e-05,7.55788e-05,7.55788e-05
294,8685.2,0.96011,0.80389,1.18568,0.95676,0.95961,0.98532,0.78016,0.77805,0.41787,0.94598,7.33861e-05,7.33861e-05,7.33861e-05
295,8713.54,0.96029,0.76797,1.1878,0.95448,0.95792,0.98539,0.78092,0.77936,0.41832,0.94753,7.12282e-05,7.12282e-05,7.12282e-05
296,8742.3,0.93683,0.70809,1.18048,0.95578,0.95513,0.98531,0.78132,0.78063,0.41951,0.94883,6.91052e-05,6.91052e-05,6.91052e-05
297,8771.09,0.96129,0.74729,1.18439,0.95578,0.95466,0.9849,0.78265,0.77706,0.41774,0.94715,6.70173e-05,6.70173e-05,6.70173e-05
298,8799.28,1.00842,0.74975,1.20103,0.95325,0.95189,0.98304,0.77667,0.78604,0.42572,0.95278,6.49648e-05,6.49648e-05,6.49648e-05
299,8827.28,0.91495,0.7328,1.12812,0.95611,0.95534,0.98405,0.77997,0.78079,0.41939,0.95026,6.29477e-05,6.29477e-05,6.29477e-05
300,8855.16,0.9084,0.72403,1.11824,0.95155,0.95715,0.98479,0.78287,0.77621,0.41737,0.94734,6.09661e-05,6.09661e-05,6.09661e-05
301,8883.27,0.9246,0.7993,1.13559,0.95605,0.9555,0.98513,0.78481,0.77284,0.41504,0.94329,5.90204e-05,5.90204e-05,5.90204e-05
302,8911.98,0.98315,0.76152,1.20339,0.95742,0.9552,0.98473,0.78346,0.77413,0.41698,0.94376,5.71106e-05,5.71106e-05,5.71106e-05
303,8940.29,1.00474,0.74481,1.20037,0.9588,0.95436,0.98461,0.78138,0.77633,0.41916,0.94443,5.52369e-05,5.52369e-05,5.52369e-05
304,8968.32,1.03304,0.74451,1.24899,0.95201,0.95819,0.98378,0.77887,0.78195,0.42345,0.94655,5.33994e-05,5.33994e-05,5.33994e-05
305,8996.79,0.96048,0.72217,1.17561,0.94959,0.95983,0.98402,0.77954,0.7765,0.42234,0.94286,5.15983e-05,5.15983e-05,5.15983e-05
306,9024.85,0.91825,0.70152,1.15614,0.95267,0.95842,0.98427,0.78232,0.77031,0.41953,0.93959,4.98338e-05,4.98338e-05,4.98338e-05
307,9053.22,0.98636,0.79862,1.19436,0.95153,0.96234,0.98518,0.78537,0.76496,0.41475,0.93568,4.81059e-05,4.81059e-05,4.81059e-05
308,9081.98,0.98135,0.73902,1.17845,0.95319,0.96128,0.98502,0.78404,0.77059,0.41639,0.93953,4.64148e-05,4.64148e-05,4.64148e-05
309,9110.46,0.97084,0.73243,1.1827,0.95291,0.96381,0.98489,0.78345,0.77251,0.41738,0.94226,4.47606e-05,4.47606e-05,4.47606e-05
310,9138.7,1.01001,0.76016,1.20743,0.95937,0.96131,0.98566,0.78743,0.76526,0.41284,0.93848,4.31436e-05,4.31436e-05,4.31436e-05
311,9168.35,0.94529,0.72359,1.17011,0.96144,0.96027,0.9862,0.78844,0.76373,0.41203,0.93796,4.15637e-05,4.15637e-05,4.15637e-05
312,9197.35,0.93303,0.73911,1.17096,0.9605,0.96294,0.98595,0.789,0.76327,0.41162,0.93804,4.00212e-05,4.00212e-05,4.00212e-05
313,9226.05,0.99006,0.77269,1.20207,0.95898,0.96185,0.98544,0.78834,0.7664,0.41361,0.94028,3.85162e-05,3.85162e-05,3.85162e-05
314,9253.66,0.96072,0.81609,1.18665,0.95862,0.96171,0.98543,0.78776,0.76683,0.41391,0.93949,3.70487e-05,3.70487e-05,3.70487e-05
315,9281.94,0.98234,0.7589,1.19454,0.95956,0.96028,0.98591,0.78882,0.76314,0.41059,0.93665,3.5619e-05,3.5619e-05,3.5619e-05
316,9310.51,0.91591,0.77897,1.12899,0.95678,0.9642,0.98631,0.78949,0.7637,0.40984,0.93731,3.4227e-05,3.4227e-05,3.4227e-05
317,9339.24,0.92337,0.7124,1.1729,0.96067,0.9601,0.98609,0.78772,0.76404,0.41042,0.93813,3.2873e-05,3.2873e-05,3.2873e-05
318,9366.84,0.93223,0.72373,1.17493,0.96244,0.95878,0.98581,0.78816,0.76353,0.41088,0.93827,3.1557e-05,3.1557e-05,3.1557e-05
319,9394.46,0.97926,0.74398,1.19735,0.96195,0.9571,0.98574,0.78722,0.76664,0.41227,0.94074,3.02792e-05,3.02792e-05,3.02792e-05
320,9421.91,0.92995,0.68745,1.15461,0.9615,0.95424,0.98529,0.78635,0.76774,0.41227,0.94123,2.90396e-05,2.90396e-05,2.90396e-05
321,9449.38,0.90297,0.71479,1.12332,0.95122,0.96752,0.98566,0.78876,0.76238,0.4089,0.93828,2.78384e-05,2.78384e-05,2.78384e-05
322,9477.97,0.98798,0.76363,1.19261,0.95301,0.96682,0.98599,0.78996,0.75844,0.40741,0.93647,2.66756e-05,2.66756e-05,2.66756e-05
323,9506.22,0.99717,0.73475,1.19511,0.95544,0.9641,0.98625,0.79062,0.75729,0.40716,0.93538,2.55513e-05,2.55513e-05,2.55513e-05
324,9534.58,0.96229,0.73123,1.18113,0.9555,0.96217,0.98602,0.78947,0.76055,0.4094,0.93678,2.44657e-05,2.44657e-05,2.44657e-05
325,9562.62,0.97915,0.76383,1.21587,0.95443,0.96468,0.9859,0.78837,0.76253,0.41075,0.93787,2.34188e-05,2.34188e-05,2.34188e-05
326,9590.45,1.01135,0.72611,1.21417,0.95824,0.96154,0.98613,0.78844,0.76324,0.41117,0.93818,2.24107e-05,2.24107e-05,2.24107e-05
327,9618.6,0.97672,0.87014,1.20116,0.95591,0.96223,0.98568,0.78684,0.76643,0.4124,0.94035,2.14415e-05,2.14415e-05,2.14415e-05
328,9646.53,0.94028,0.73332,1.1735,0.9587,0.95927,0.98586,0.78891,0.76515,0.41147,0.93973,2.05112e-05,2.05112e-05,2.05112e-05
329,9674.45,0.90589,0.7098,1.1186,0.95754,0.96167,0.98592,0.78772,0.76652,0.41162,0.94085,1.96199e-05,1.96199e-05,1.96199e-05
330,9702.87,0.95337,0.81264,1.17598,0.95658,0.96225,0.98594,0.78718,0.7688,0.41189,0.94213,1.87678e-05,1.87678e-05,1.87678e-05
331,9730.78,0.90442,0.73275,1.12542,0.95831,0.96077,0.98644,0.78894,0.76478,0.40995,0.93982,1.79549e-05,1.79549e-05,1.79549e-05
332,9758.39,0.97605,0.73024,1.18393,0.95956,0.96174,0.98681,0.79013,0.76313,0.4089,0.93812,1.71811e-05,1.71811e-05,1.71811e-05
333,9786.74,1.03742,0.73022,1.22307,0.96149,0.95995,0.98691,0.7898,0.76307,0.40892,0.93775,1.64467e-05,1.64467e-05,1.64467e-05
334,9814.4,0.98252,0.73135,1.21797,0.96443,0.9609,0.98736,0.79236,0.75739,0.40549,0.93453,1.57517e-05,1.57517e-05,1.57517e-05
335,9842.86,0.98953,0.84186,1.21495,0.96568,0.96161,0.98764,0.79357,0.75388,0.40354,0.93307,1.5096e-05,1.5096e-05,1.5096e-05
336,9871.82,0.83102,0.61425,1.07271,0.96095,0.96786,0.9877,0.79304,0.75449,0.4036,0.93375,1.44799e-05,1.44799e-05,1.44799e-05
337,9896.92,0.79448,0.5014,1.04233,0.95984,0.96711,0.98795,0.79262,0.75777,0.40236,0.93502,1.39032e-05,1.39032e-05,1.39032e-05
338,9922.44,0.7682,0.50222,1.03882,0.96155,0.96177,0.98733,0.78769,0.76892,0.40848,0.94141,1.33661e-05,1.33661e-05,1.33661e-05
339,9947.25,0.90356,0.57753,1.15835,0.95838,0.95884,0.98604,0.78251,0.77973,0.41451,0.94784,1.28687e-05,1.28687e-05,1.28687e-05
340,9972.98,0.76506,0.46119,1.02862,0.95593,0.9508,0.98452,0.77892,0.78764,0.42067,0.95243,1.24109e-05,1.24109e-05,1.24109e-05
341,9998.39,0.82117,0.68176,1.09496,0.95702,0.94426,0.9835,0.77558,0.79451,0.42602,0.95575,1.19927e-05,1.19927e-05,1.19927e-05
342,10023.8,0.75564,0.45183,1.02216,0.95026,0.94485,0.98205,0.77293,0.79886,0.42945,0.95763,1.16143e-05,1.16143e-05,1.16143e-05
343,10049.4,0.76903,0.47028,1.03126,0.95259,0.94136,0.98147,0.77182,0.80217,0.43214,0.95937,1.12757e-05,1.12757e-05,1.12757e-05
344,10075.4,0.76209,0.48174,1.02999,0.94919,0.94171,0.98099,0.77019,0.80558,0.43432,0.96084,1.09768e-05,1.09768e-05,1.09768e-05
345,10101.5,0.74404,0.45847,1.02254,0.95011,0.94069,0.98028,0.76813,0.80837,0.43583,0.96247,1.07177e-05,1.07177e-05,1.07177e-05
346,10126.4,0.76399,0.46936,1.03132,0.95268,0.93673,0.98041,0.76774,0.80979,0.43659,0.96273,1.04984e-05,1.04984e-05,1.04984e-05
347,10151.7,0.78304,0.46899,1.08832,0.95382,0.93782,0.98061,0.7679,0.80942,0.43581,0.96196,1.0319e-05,1.0319e-05,1.0319e-05
348,10177.3,0.74993,0.45848,1.02362,0.95762,0.93736,0.98117,0.76826,0.80811,0.43438,0.96049,1.01795e-05,1.01795e-05,1.01795e-05
349,10203.1,0.84247,0.4951,1.08676,0.95981,0.938,0.98187,0.77023,0.80546,0.43253,0.95843,1.00798e-05,1.00798e-05,1.00798e-05
350,10228.2,0.7815,0.57495,1.07139,0.96226,0.94108,0.98277,0.77468,0.79835,0.42757,0.95347,1.00199e-05,1.00199e-05,1.00199e-05
